Gender,Name,Age,Hometown,Exited,Season,Status,Entered,City_Pop,Largest_City_Pop,City_Size,Num_Couples,First_Name,Unique_Identifier
F,Eva Zapico,21,Bromley,30,Love Island UK (Season 6),Dumped,23,,"8,982,000",0,1,Eva,EvaLove Island UK (Season 6)
M,Jordan Waobikeze,24,London,30,Love Island UK (Season 6),Dumped,23,"366,150","8,982,000",0.04076486306,1,Jordan,JordanLove Island UK (Season 6)
M,Nas Majeed,23,London,30,Love Island UK (Season 6),Dumped,1,"366,150","8,982,000",0.04076486306,4,Nas,NasLove Island UK (Season 6)
F,Rebecca Gormley,21,Newcastle,30,Love Island UK (Season 6),Dumped,9,"398,770","8,982,000",0.04439657092,3,Rebecca,RebeccaLove Island UK (Season 6)
M,Alexi Eraclides,23,Essex,26,Love Island UK (Season 6),Dumped,23,,"8,982,000",0,0,Alexi,AlexiLove Island UK (Season 6)
M,Biggs Chris,27,Glasgow,26,Love Island UK (Season 6),Dumped,23,"577,869","8,982,000",0.06433633935,0,Biggs,BiggsLove Island UK (Season 6)
M,George Day,27,Southampton,26,Love Island UK (Season 6),Dumped,23,"304,400","8,982,000",0.03389000223,0,George,GeorgeLove Island UK (Season 6)
F,Jade Affleck,25,Yarm,26,Love Island UK (Season 6),Dumped,23,,"8,982,000",0,0,Jade,JadeLove Island UK (Season 6)
F,Jamie McCann,25,North Ayrshire,26,Love Island UK (Season 6),Dumped,23,"135,817","8,982,000",0.01512101982,0,Jamie M,Jamie MLove Island UK (Season 6)
M,Josh Kempton,21,Surrey,26,Love Island UK (Season 6),Dumped,23,"468,250","8,982,000",0.05213204186,0,Josh,JoshLove Island UK (Season 6)
F,Sophie Piper,21,Essex,22,Love Island UK (Season 6),Dumped,1,,"8,982,000",0,3,Sophie,SophieLove Island UK (Season 6)
M,Wallace Wilson,24,Inverness,22,Love Island UK (Season 6),Dumped,16,,"8,982,000",0,1,Wallace,WallaceLove Island UK (Season 6)
F,Leanne Amaning,22,London,18,Love Island UK (Season 6),Dumped,1,"366,150","8,982,000",0.04076486306,1,Leanne,LeanneLove Island UK (Season 6)
M,Connor Durman,25,Brighton,15,Love Island UK (Season 6),Dumped,1,,"8,982,000",0,2,Connor,ConnorLove Island UK (Season 6)
M,Connagh Howard,27,Cardiff,13,Love Island UK (Season 6),Dumped,5,"327,706","8,982,000",0.03648474727,1,Connagh,ConnaghLove Island UK (Season 6)
F,Eve Gale 1,20,Cambridge,6,Love Island UK (Season 6),Dumped,1,"120,375","8,982,000",0.01340180361,0,Eve,EveLove Island UK (Season 6)
M,Ollie Williams,23,Cornwall,4,Love Island UK (Season 6),Walked,1,,"8,982,000",0,1,Ollie,OllieLove Island UK (Season 6)
M,Liam Reardon,21,Merthyr Tydfil,58,Love Island UK (Season 7),Winner,4,,"8,982,000",0,2,Liam,LiamLove Island UK (Season 7)
F,Millie Court,24,Essex,58,Love Island UK (Season 7),Winner,9,,"8,982,000",0,1,Millie,MillieLove Island UK (Season 7)
F,Chloe Burrows,25,Bicester,58,Love Island UK (Season 7),Runner-Up,1,,"8,982,000",0,3,Chloe,ChloeLove Island UK (Season 7)
M,Toby Aromolaran,22,Essex,58,Love Island UK (Season 7),Runner-Up,1,,"8,982,000",0,4,Toby,TobyLove Island UK (Season 7)
F,Faye Winter,26,Devon,58,Love Island UK (Season 7),Third Place,1,,"8,982,000",0,4,Faye,FayeLove Island UK (Season 7)
M,Teddy Soares,26,Manchester,58,Love Island UK (Season 7),Third Place,12,"2,244,931","8,982,000",0.2499366511,1,Teddy,TeddyLove Island UK (Season 7)
F,Kaz Kamwi,26,Essex,58,Love Island UK (Season 7),Fourth Place,1,,"8,982,000",0,4,Kaz,KazLove Island UK (Season 7)
M,Tyler Cruickshank,26,Croydon,58,Love Island UK (Season 7),Fourth Place,23,,"8,982,000",0,2,Tyler,TylerLove Island UK (Season 7)
M,Jake Cornish,24,Weston-super-Mare,54,Love Island UK (Season 7),Walked,1,,"8,982,000",0,1,Jake,JakeLove Island UK (Season 7)
F,Liberty Poole,21,Birmingham,54,Love Island UK (Season 7),Walked,1,,"8,982,000",0,1,Liberty,LibertyLove Island UK (Season 7)
M,Aaron Simpson,24,Kent,52,Love Island UK (Season 7),Dumped,42,,"8,982,000",0,1,Aaron S,Aaron SLove Island UK (Season 7)
F,Mary Bedford,22,Wakefield,52,Love Island UK (Season 7),Dumped,29,,"8,982,000",0,3,Mary,MaryLove Island UK (Season 7)
M,Brett Staniland,27,Derbyshire,50,Love Island UK (Season 7),Dumped,44,,"8,982,000",0,1,Brett,BrettLove Island UK (Season 7)
F,Priya Gopaldas,23,London,50,Love Island UK (Season 7),Dumped,42,"366,150","8,982,000",0.04076486306,1,Priya,PriyaLove Island UK (Season 7)
M,Matthew MacNabb,26,Downpatrick,45,Love Island UK (Season 7),Dumped,29,,"8,982,000",0,1,Matthew,MatthewLove Island UK (Season 7)
F,Abigail Rawlings,27,Bournemouth,42,Love Island UK (Season 7),Dumped,23,"383,713","8,982,000",0.04272021821,2,Abigail,AbigailLove Island UK (Season 7)
M,Dale Mehmet,24,Glasgow,42,Love Island UK (Season 7),Dumped,29,"577,869","8,982,000",0.06433633935,2,Dale,DaleLove Island UK (Season 7)
F,Amy Day,25,West Molesey,38,Love Island UK (Season 7),Dumped,29,,"8,982,000",0,1,Amy,AmyLove Island UK (Season 7)
F,Clarisse Juliette,23,London,38,Love Island UK (Season 7),Dumped,29,"366,150","8,982,000",0.04076486306,1,Clarisse,ClarisseLove Island UK (Season 7)
M,Hugo Hammond,24,Hampshire,38,Love Island UK (Season 7),Dumped,1,,"8,982,000",0,4,Hugo,HugoLove Island UK (Season 7)
M,Sam Jackson,23,Clitheroe,38,Love Island UK (Season 7),Dumped,29,,"8,982,000",0,2,Sam,SamLove Island UK (Season 7)
M,Harry Young,24,Wishaw,32,Love Island UK (Season 7),Dumped,29,,"8,982,000",0,0,Harry,HarryLove Island UK (Season 7)
M,Jack Barlow,26,Pett,32,Love Island UK (Season 7),Dumped,29,,"8,982,000",0,0,Jack,JackLove Island UK (Season 7)
F,Kaila Troy,28,Malahide,32,Love Island UK (Season 7),Dumped,29,,"8,982,000",0,0,Kaila,KailaLove Island UK (Season 7)
F,Lillie Haynes,22,South Shields,32,Love Island UK (Season 7),Dumped,29,,"8,982,000",0,0,Lillie,LillieLove Island UK (Season 7)
M,Medhy Malanda,24,Luton,32,Love Island UK (Season 7),Dumped,29,,"8,982,000",0,0,Medhy,MedhyLove Island UK (Season 7)
F,Salma Naran,20,Dublin,32,Love Island UK (Season 7),Dumped,29,"527,612","8,982,000",0.05874103763,0,Salma,SalmaLove Island UK (Season 7)
M,Aaron Francis,24,London,28,Love Island UK (Season 7),Dumped,1,"366,150","8,982,000",0.04076486306,4,Aaron F,Aaron FLove Island UK (Season 7)
F,Lucinda Strafford,21,Brighton,28,Love Island UK (Season 7),Dumped,9,,"8,982,000",0,3,Lucinda,LucindaLove Island UK (Season 7)
F,Georgia Townend,28,Essex,25,Love Island UK (Season 7),Dumped,23,,"8,982,000",0,0,Georgia,GeorgiaLove Island UK (Season 7)
F,AJ Bunker,28,Hemel Hempstead,23,Love Island UK (Season 7),Dumped,17,,"8,982,000",0,1,AJ,AJLove Island UK (Season 7)
M,Danny Bibby,25,Manchester,23,Love Island UK (Season 7),Dumped,18,"2,244,931","8,982,000",0.2499366511,1,Danny,DannyLove Island UK (Season 7)
F,Sharon Gaffka,25,Didcot,19,Love Island UK (Season 7),Dumped,1,,"8,982,000",0,2,Sharon,SharonLove Island UK (Season 7)
M,Brad McClelland,26,Northumberland,16,Love Island UK (Season 7),Dumped,1,,"8,982,000",0,2,Brad,BradLove Island UK (Season 7)
F,Rachel Finni,29,Cockfosters,14,Love Island UK (Season 7),Dumped,5,,"8,982,000",0,0,Rachel,RachelLove Island UK (Season 7)
M,"Oliver ""Chuggs"" Wallis",23,Surrey,6,Love Island UK (Season 7),Dumped,4,"468,250","8,982,000",0.05213204186,0,Chuggs,ChuggsLove Island UK (Season 7)
F,Shannon Singh,22,Fife,2,Love Island UK (Season 7),Dumped,1,"349,429","8,982,000",0.03890325095,1,Shannon,ShannonLove Island UK (Season 7)
M,Davide Sanclimenti,27,Manchester,58,Love Island UK (Season 8),Winner,1,"2,244,931","8,982,000",0.2499366511,3,Davide,DavideLove Island UK (Season 8)
F,Ekin-Su CÃ¼lcÃ¼loÄŸlu,27,Essex,58,Love Island UK (Season 8),Winner,3,,"8,982,000",0,3,Ekin-Su,Ekin-SuLove Island UK (Season 8)
F,Gemma Owen,19,Chester,58,Love Island UK (Season 8),Runner-Up,1,,"8,982,000",0,3,Gemma,GemmaLove Island UK (Season 8)
M,Luca Bish,23,Brighton,58,Love Island UK (Season 8),Runner-Up,1,,"8,982,000",0,3,Luca,LucaLove Island UK (Season 8)
M,Dami Hope,26,Dublin,58,Love Island UK (Season 8),Third Place,1,"527,612","8,982,000",0.05874103763,3,Dami,DamiLove Island UK (Season 8)
F,Indiyah Polack,23,London,58,Love Island UK (Season 8),Third Place,1,"366,150","8,982,000",0.04076486306,3,Indiyah,IndiyahLove Island UK (Season 8)
M,Andrew Le Page,27,Guernsey,58,Love Island UK (Season 8),Fourth Place,1,,"8,982,000",0,2,Andrew,AndrewLove Island UK (Season 8)
F,Tasha Ghouri,23,Thrisk,58,Love Island UK (Season 8),Fourth Place,1,,"8,982,000",0,2,Tasha,TashaLove Island UK (Season 8)
M,Adam Collard 1,26,Newcastle,56,Love Island UK (Season 8),Dumped,36,"398,770","8,982,000",0.04439657092,1,Adam,AdamLove Island UK (Season 8)
F,Paige Thorne,24,Swansea,56,Love Island UK (Season 8),Dumped,1,"270,506","8,982,000",0.03011645513,4,Paige,PaigeLove Island UK (Season 8)
F,Danica Taylor,21,Leicester,51,Love Island UK (Season 8),Dumped,12,"441,213","8,982,000",0.04912191049,6,Danica,DanicaLove Island UK (Season 8)
M,Jamie Allen,27,Preston,51,Love Island UK (Season 8),Dumped,45,"264,601","8,982,000",0.02945902917,1,Jamie,JamieLove Island UK (Season 8)
M,Deji Adeniyi,22,Bedford,49,Love Island UK (Season 8),Dumped,26,,"8,982,000",0,3,Deji,DejiLove Island UK (Season 8)
F,Lacey Edwards,25,Swindon,49,Love Island UK (Season 8),Dumped,45,"155,432","8,982,000",0.01730483189,1,Lacey,LaceyLove Island UK (Season 8)
F,Nathalia Campos,23,London,49,Love Island UK (Season 8),Dumped,45,"366,150","8,982,000",0.04076486306,1,Nathalia,NathaliaLove Island UK (Season 8)
M,Reece Ford,23,Coventry,49,Love Island UK (Season 8),Dumped,45,,"8,982,000",0,1,Reece,ReeceLove Island UK (Season 8)
M,Billy Brown,23,Surrey,44,Love Island UK (Season 8),Dumped,26,"468,250","8,982,000",0.05213204186,2,Billy,BillyLove Island UK (Season 8)
F,Summer Botwe,22,Hertfordshire,44,Love Island UK (Season 8),Dumped,27,,"8,982,000",0,2,Summer,SummerLove Island UK (Season 8)
F,Coco Lodge,27,Surrey,39,Love Island UK (Season 8),Dumped,27,"468,250","8,982,000",0.05213204186,2,Coco,CocoLove Island UK (Season 8)
M,Josh Le Grove,22,Essex,39,Love Island UK (Season 8),Dumped,26,,"8,982,000",0,2,Josh,JoshLove Island UK (Season 8)
M,Jacques O'Neill,23,Cumbria,37,Love Island UK (Season 8),Walked,7,,"8,982,000",0,2,Jacques,JacquesLove Island UK (Season 8)
F,Chyna Mills,23,Leeds,35,Love Island UK (Season 8),Dumped,27,,"8,982,000",0,1,Chyna,ChynaLove Island UK (Season 8)
M,Jay Younger,28,Edinburgh,35,Love Island UK (Season 8),Dumped,9,"448,624","8,982,000",0.04994700512,4,Jay,JayLove Island UK (Season 8)
F,Cheyanne Kerr,23,Barnsley,31,Love Island UK (Season 8),Dumped,27,,"8,982,000",0,0,Cheyanne,CheyanneLove Island UK (Season 8)
M,George Tasker,23,Cotswolds,31,Love Island UK (Season 8),Dumped,26,,"8,982,000",0,0,George,GeorgeLove Island UK (Season 8)
M,Jack Keating,23,Dublin,31,Love Island UK (Season 8),Dumped,26,"527,612","8,982,000",0.05874103763,0,Jack,JackLove Island UK (Season 8)
F,Jazmine Nichol,21,Newcastle,31,Love Island UK (Season 8),Dumped,27,"398,770","8,982,000",0.04439657092,0,Jazmine,JazmineLove Island UK (Season 8)
F,Mollie Salmon,23,Southampton,31,Love Island UK (Season 8),Dumped,27,"304,400","8,982,000",0.03389000223,0,Mollie,MollieLove Island UK (Season 8)
M,Samuel Agbiji,22,Manchester,31,Love Island UK (Season 8),Dumped,26,"2,244,931","8,982,000",0.2499366511,0,Samuel,SamuelLove Island UK (Season 8)
F,Antigoni Buxton,26,London,25,Love Island UK (Season 8),Dumped,17,"366,150","8,982,000",0.04076486306,2,Antigoni,AntigoniLove Island UK (Season 8)
M,Charlie Radnedge,28,London,25,Love Island UK (Season 8),Dumped,17,"366,150","8,982,000",0.04076486306,2,Charlie,CharlieLove Island UK (Season 8)
F,Amber Beckford,24,London,15,Love Island UK (Season 8),Dumped,1,"366,150","8,982,000",0.04076486306,1,Amber,AmberLove Island UK (Season 8)
M,Ikenna Ekwonna,23,Nottingham,15,Love Island UK (Season 8),Dumped,1,"666,358","8,982,000",0.07418815409,1,Ikenna,IkennaLove Island UK (Season 8)
M,Remi Lambert,22,Manchester,12,Love Island UK (Season 8),Dumped,9,"2,244,931","8,982,000",0.2499366511,0,Remi,RemiLove Island UK (Season 8)
F,Afia Tonkmor,25,London,8,Love Island UK (Season 8),Dumped,3,"366,150","8,982,000",0.04076486306,0,Afia,AfiaLove Island UK (Season 8)
M,Liam Llewellyn,22,Newport,5,Love Island UK (Season 8),Walked,1,"139,298","8,982,000",0.0155085727,1,Liam,LiamLove Island UK (Season 8)
M,Daniel van Pienbroek,20,Amsterdam,43,Love Island Netherlands,Winner,1,"779,808","1,149,000",0.6786840731,3,Daniel,DanielLove Island Netherlands
F,Floor Masselink,24,Groningen,43,Love Island Netherlands,Winner,31,"189,991","1,149,000",0.1653533507,1,Floor,FloorLove Island Netherlands
F,Lisa van Zuylen,21,Mijdrecht,43,Love Island Netherlands,Runner-Up,1,,"1,149,000",0,3,Lisa,LisaLove Island Netherlands
M,Thijs Bouma,27,Amsterdam,43,Love Island Netherlands,Runner-Up,1,"779,808","1,149,000",0.6786840731,2,Thijs,ThijsLove Island Netherlands
F,Victoria Vermeer,20,Amsterdam,43,Love Island Netherlands,Third Place,1,"779,808","1,149,000",0.6786840731,1,Victoria,VictoriaLove Island Netherlands
M,Ziggy Martin,28,Aruba,43,Love Island Netherlands,Third Place,1,,"1,149,000",0,1,Ziggy,ZiggyLove Island Netherlands
F,Alicia Duran Gomez,23,Aalsmeer,43,Love Island Netherlands,Fourth Place,1,,"1,149,000",0,2,Alicia,AliciaLove Island Netherlands
M,Nick van Volen,22,Amsterdam,43,Love Island Netherlands,Fourth Place,23,"779,808","1,149,000",0.6786840731,1,Nick,NickLove Island Netherlands
F,Cheyenne Ciani,28,Amsterdam,41,Love Island Netherlands,Dumped,4,"779,808","1,149,000",0.6786840731,2,Cheyenne,CheyenneLove Island Netherlands
M,Mac McAdam,26,Amsterdam,41,Love Island Netherlands,Dumped,1,"779,808","1,149,000",0.6786840731,2,Mac,MacLove Island Netherlands
F,Gabriëlla Goncalves,24,Amsterdam,37,Love Island Netherlands,Dumped,22,"779,808","1,149,000",0.6786840731,1,Gabriëlla,GabriëllaLove Island Netherlands
M,Luca Derin,22,Limburg,37,Love Island Netherlands,Dumped,1,,"1,149,000",0,2,Luca,LucaLove Island Netherlands
M,Ricardo Koopman,21,Amstelveen,37,Love Island Netherlands,Dumped,29,,"1,149,000",0,1,Ricardo,RicardoLove Island Netherlands
M,Max van Delft,23,Waalwijk,34,Love Island Netherlands,Dumped,29,,"1,149,000",0,0,Max,MaxLove Island Netherlands
M,Jaap de Greef,20,Hoevelaken,29,Love Island Netherlands,Dumped,14,,"1,149,000",0,1,Jaap,JaapLove Island Netherlands
M,Jamey Raas,23,Nuenen,29,Love Island Netherlands,Dumped,14,,"1,149,000",0,1,Jamey,JameyLove Island Netherlands
F,Natascha der Kinderen,24,Rotterdam,29,Love Island Netherlands,Dumped,10,"610,386","1,149,000",0.531232376,1,Natascha,NataschaLove Island Netherlands
F,Sha Senior,26,Heemstede,29,Love Island Netherlands,Dumped,1,,"1,149,000",0,2,Sha,ShaLove Island Netherlands
F,Laura Karolina,23,Ulft,22,Love Island Netherlands,Dumped,17,,"1,149,000",0,0,Laura,LauraLove Island Netherlands
F,Melody Vroom,21,Emmen,11,Love Island Netherlands,Dumped,1,"109,259","1,149,000",0.09509051349,1,Melody,MelodyLove Island Netherlands
M,Ray Drisdale,23,Amsterdam,11,Love Island Netherlands,Dumped,1,"779,808","1,149,000",0.6786840731,1,Ray,RayLove Island Netherlands
F,Valerie van Zandvoort,27,Nieuw-Vennep,7,Love Island Netherlands,Dumped,4,,"1,149,000",0,0,Valerie,ValerieLove Island Netherlands
F,Andrea Sveinsdottir,23,Larvik,37,Love Island Norway (Season 1),Winner,1,,"1,043,168",0,2,Andrea,AndreaLove Island Norway (Season 1)
M,Morten Dalhaug,25,Lindesnes,37,Love Island Norway (Season 1),Winner,1,,"1,043,168",0,2,Morten,MortenLove Island Norway (Season 1)
M,Cristian Borg Olsen,26,Bergen,37,Love Island Norway (Season 1),Runner-Up,1,"265,857","1,043,168",0.254855402,1,Cristian,CristianLove Island Norway (Season 1)
F,Ellinor Hakonsen,24,Haugesund,37,Love Island Norway (Season 1),Runner-Up,1,,"1,043,168",0,1,Ellinor,EllinorLove Island Norway (Season 1)
F,Bruna Camargo,23,Floro,37,Love Island Norway (Season 1),Third Place,1,,"1,043,168",0,2,Bruna,BrunaLove Island Norway (Season 1)
M,Nicklas Nikolaisen,23,Bergen,37,Love Island Norway (Season 1),Third Place,3,"265,857","1,043,168",0.254855402,1,Nicklas,NicklasLove Island Norway (Season 1)
M,Andreas Kronheim,27,Bergen,34,Love Island Norway (Season 1),Dumped,1,"265,857","1,043,168",0.254855402,2,Andreas,AndreasLove Island Norway (Season 1)
F,Silje Andersen,23,Lorenskog,32,Love Island Norway (Season 1),Dumped,4,,"1,043,168",0,1,Silje,SiljeLove Island Norway (Season 1)
F,Anne Marthe Unander,25,Oslo,32,Love Island Norway (Season 1),Dumped,21,"618,683","1,043,168",0.5930808844,1,Anne Marthe,Anne MartheLove Island Norway (Season 1)
M,Martin Reinertsen,25,Oslo,34,Love Island Norway (Season 1),Dumped,1,"618,683","1,043,168",0.5930808844,3,Martin,MartinLove Island Norway (Season 1)
M,Einar Kjevik,23,Tromso,32,Love Island Norway (Season 1),Dumped,23,,"1,043,168",0,1,Einar,EinarLove Island Norway (Season 1)
F,Magnhild Sundland,29,Trondheim,32,Love Island Norway (Season 1),Dumped,1,"178,021","1,043,168",0.1706541995,4,Magnhild,MagnhildLove Island Norway (Season 1)
F,Rebekka Johansen,27,Sandnessjoen,29,Love Island Norway (Season 1),Dumped,26,,"1,043,168",0,0,Rebekka,RebekkaLove Island Norway (Season 1)
M,Pal-Espen Andersen,27,Notodden,26,Love Island Norway (Season 1),Dumped,19,,"1,043,168",0,1,Pal-Espen,Pal-EspenLove Island Norway (Season 1)
F,Viktoria Olsen Brakstad,26,Bergen,26,Love Island Norway (Season 1),Dumped,1,"265,857","1,043,168",0.254855402,4,Viktoria,ViktoriaLove Island Norway (Season 1)
F,Maren Stornes,30,Frederickstad,22,Love Island Norway (Season 1),Dumped,18,,"1,043,168",0,1,Maren,MarenLove Island Norway (Season 1)
M,Marius Mellem,25,Tromso,22,Love Island Norway (Season 1),Dumped,14,,"1,043,168",0,1,Marius M,Marius MLove Island Norway (Season 1)
M,Henrik Raastad,28,Oslo,21,Love Island Norway (Season 1),Dumped,19,"618,683","1,043,168",0.5930808844,0,Henrik,HenrikLove Island Norway (Season 1)
F,Ina-Caroline Larsen,27,Steinkjer,18,Love Island Norway (Season 1),Dumped,16,,"1,043,168",0,0,Ina-Caroline,Ina-CarolineLove Island Norway (Season 1)
F,Isabelle Eriksen,21,Oslo,18,Love Island Norway (Season 1),Dumped,16,"618,683","1,043,168",0.5930808844,0,Isabelle,IsabelleLove Island Norway (Season 1)
M,Arwin Rahi,32,Stockholm,12,Love Island Norway (Season 1),Dumped,1,"789,024","1,043,168",0.7563728949,2,Arwin,ArwinLove Island Norway (Season 1)
M,Marius Gjostein,32,Vaerlandet,8,Love Island Norway (Season 1),Dumped,1,,"1,043,168",0,1,Marius G,Marius GLove Island Norway (Season 1)
F,Else Sofie Berg,32,Oslo,5,Love Island Norway (Season 1),Dumped,1,"618,683","1,043,168",0.5930808844,0,Else,ElseLove Island Norway (Season 1)
M,Johannes Klemp,27,Oslo,52,Love Island Norway (Season 2),Winner,1,"618,683","1,043,168",0.5930808844,1,Johannes,JohannesLove Island Norway (Season 2)
F,Nora Haukland,22,Alta,52,Love Island Norway (Season 2),Winner,1,,"1,043,168",0,1,Nora,NoraLove Island Norway (Season 2)
F,Iselin NordÃ¸y,23,Ski,52,Love Island Norway (Season 2),Runner-Up,1,,"1,043,168",0,2,Iselin,IselinLove Island Norway (Season 2)
M,Omid Rosander,24,Kristiansand,52,Love Island Norway (Season 2),Runner-Up,4,,"1,043,168",0,1,Omid,OmidLove Island Norway (Season 2)
M,Ali Esmael,28,Oslo,52,Love Island Norway (Season 2),Third Place,1,"618,683","1,043,168",0.5930808844,3,Ali,AliLove Island Norway (Season 2)
F,Mie Cappelen,22,HÃ¸vik,52,Love Island Norway (Season 2),Third Place,1,,"1,043,168",0,2,Mie,MieLove Island Norway (Season 2)
M,"Nathan ""Nate"" Kahungu",23,Oslo,48,Love Island Norway (Season 2),Dumped,1,"618,683","1,043,168",0.5930808844,1,Nathan,NathanLove Island Norway (Season 2)
F,Thammy Dias,28,Oslo,48,Love Island Norway (Season 2),Dumped,1,"618,683","1,043,168",0.5930808844,1,Thammy,ThammyLove Island Norway (Season 2)
F,Sofie Antonsen,20,Farsund,47,Love Island Norway (Season 2),Dumped,34,,"1,043,168",0,2,Sofie,SofieLove Island Norway (Season 2)
M,Victor Barstad,23,Lillestrom,47,Love Island Norway (Season 2),Dumped,22,,"1,043,168",0,3,Victor,VictorLove Island Norway (Season 2)
F,Elisabeth Lund,19,Kristiansand,47,Love Island Norway (Season 2),Dumped,37,,"1,043,168",0,1,Elisabeth,ElisabethLove Island Norway (Season 2)
M,Sanpreet Singh,27,Drobak,47,Love Island Norway (Season 2),Dumped,39,,"1,043,168",0,1,Sanpreet,SanpreetLove Island Norway (Season 2)
F,Christina Ophaug-Johansen,25,Trondheim,43,Love Island Norway (Season 2),Dumped,22,"178,021","1,043,168",0.1706541995,2,Christina,ChristinaLove Island Norway (Season 2)
M,Jon Melhus,22,Telemark,40,Love Island Norway (Season 2),Dumped,18,,"1,043,168",0,2,Jon,JonLove Island Norway (Season 2)
F,Alexandra Mjor,21,Asker,40,Love Island Norway (Season 2),Dumped,22,,"1,043,168",0,2,Alexandra,AlexandraLove Island Norway (Season 2)
M,Marius Helstad,26,Langhus,40,Love Island Norway (Season 2),Dumped,28,,"1,043,168",0,1,Marius,MariusLove Island Norway (Season 2)
M,Antony Fagermos,22,Drammen,34,Love Island Norway (Season 2),Dumped,28,,"1,043,168",0,0,Antony,AntonyLove Island Norway (Season 2)
M,Ida Myren,21,FrÃ¦na,30,Love Island Norway (Season 2),Dumped,1,,"1,043,168",0,3,Ida,IdaLove Island Norway (Season 2)
M,Thomas Brien,23,Fredrickstad,30,Love Island Norway (Season 2),Dumped,22,,"1,043,168",0,1,Thomas,ThomasLove Island Norway (Season 2)
F,Andrea Gladso,25,Trondheim,27,Love Island Norway (Season 2),Dumped,22,"178,021","1,043,168",0.1706541995,0,Andrea,AndreaLove Island Norway (Season 2)
M,Ådne Funderud,23,Mysen,23,Love Island Norway (Season 2),Dumped,1,,"1,043,168",0,3,Ådne,ÅdneLove Island Norway (Season 2)
M,Andreas Eikanger,25,Vestby,23,Love Island Norway (Season 2),Dumped,10,,"1,043,168",0,1,Andreas,AndreasLove Island Norway (Season 2)
F,Caroline Thomassen,21,Stavanger,23,Love Island Norway (Season 2),Dumped,11,"128,369","1,043,168",0.1230568806,1,Caroline,CarolineLove Island Norway (Season 2)
F,Oda Lindsetmo,22,Trondheim,23,Love Island Norway (Season 2),Dumped,1,"178,021","1,043,168",0.1706541995,3,Oda,OdaLove Island Norway (Season 2)
F,Tanja LÃ¸vik,29,Trondheim,17,Love Island Norway (Season 2),Dumped,9,"178,021","1,043,168",0.1706541995,0,Tanja,TanjaLove Island Norway (Season 2)
M,Esklid Magnussen,27,Oslo,10,Love Island Norway (Season 2),Dumped,1,"618,683","1,043,168",0.5930808844,2,Esklid,EsklidLove Island Norway (Season 2)
M,Emilio Evertsen da Gama,22,Stavanger,7,Love Island Norway (Season 2),Dumped,1,"128,369","1,043,168",0.1230568806,0,Emilio,EmilioLove Island Norway (Season 2)
F,Angelina Zaichenko,23,Warsaw,40,Love Island Poland (Season 6),Winner,23,,"1,765,000",0,1,Angelina,AngelinaLove Island Poland (Season 6)
M,Sasha Muzheiko,28,Ukraine,40,Love Island Poland (Season 6),Winner,17,,"1,765,000",0,3,Sasha,SashaLove Island Poland (Season 6)
M,Sebastian Kalinowski,26,Gdansk,40,Love Island Poland (Season 6),Runner-Up,1,"460,354","1,765,000",0.260823796,3,Sebastian,SebastianLove Island Poland (Season 6)
F,Wiktoria Reglinska,21,Rumia,40,Love Island Poland (Season 6),Runner-Up,1,,"1,765,000",0,3,Wiktoria,WiktoriaLove Island Poland (Season 6)
M,Kuba Grabarek,22,PoznaÅ„,40,Love Island Poland (Season 6),Third Place,1,,"1,765,000",0,3,Kuba,KubaLove Island Poland (Season 6)
F,Weronika Piatek,22,Warsaw,40,Love Island Poland (Season 6),Third Place,1,,"1,765,000",0,2,Weronika P,Weronika PLove Island Poland (Season 6)
M,Kamil Rybak,32,Warsaw,40,Love Island Poland (Season 6),Fourth Place,1,,"1,765,000",0,3,Kamil,KamilLove Island Poland (Season 6)
F,Sara Ciula,26,Wroclaw,40,Love Island Poland (Season 6),Fourth Place,5,"631,377","1,765,000",0.3577206799,2,Sara,SaraLove Island Poland (Season 6)
M,Pawel Pospiech,29,Netherlands,37,Love Island Poland (Season 6),Dumped,23,,"1,765,000",0,1,Pawel P,Pawel PLove Island Poland (Season 6)
F,Roksana Nitarska-Wojcik,28,Krakow,37,Love Island Poland (Season 6),Dumped,12,,"1,765,000",0,4,Roksana,RoksanaLove Island Poland (Season 6)
M,Patryk Struzyna,34,Katowice,34,Love Island Poland (Season 6),Dumped,23,"308,269","1,765,000",0.1746566572,1,Patryk S,Patryk SLove Island Poland (Season 6)
F,Paula Wilk,23,Wroclaw,34,Love Island Poland (Season 6),Dumped,2,"631,377","1,765,000",0.3577206799,4,Paula,PaulaLove Island Poland (Season 6)
F,Alicja Pieniqzek,22,Leeds,29,Love Island Poland (Season 6),Dumped,23,,"1,765,000",0,1,Alicja,AlicjaLove Island Poland (Season 6)
M,Piotrek Nowakowski,27,Lubin,29,Love Island Poland (Season 6),Dumped,23,,"1,765,000",0,1,Piotrek,PiotrekLove Island Poland (Season 6)
M,Pawel Michalski,32,Warsaw,29,Love Island Poland (Season 6),Walked,9,,"1,765,000",0,1,Pawel M,Pawel MLove Island Poland (Season 6)
F,Natalia Lempicka,23,Elk,28,Love Island Poland (Season 6),Walked,15,,"1,765,000",0,2,Natalia L,Natalia LLove Island Poland (Season 6)
M,Daniel Rozanski,28,London,28,Love Island Poland (Season 6),Dumped,9,"366,150","1,765,000",0.2074504249,3,Daniel,DanielLove Island Poland (Season 6)
